customer_id,customer_state,customer_city,cohort_month
aeaa323ccbea2411f9e23cdf9d7d4197,SP,campinas,2017-10
01e9fff7e85e9d2bbb404dde038313de,SP,campinas,
18bbc4beabb3c3d1dcfc8c7c4291b36a,RJ,rio de janeiro,
238a4c0abda59e4beddc92edacfba092,MG,belo horizonte,2017-07
83ab9cee1c5ae94ed111ed3fc5c8af8a,RJ,nova iguacu,2017-01
7dba1caaced77287d4589dfde7a637ab,PR,londrina,
6c5bfc49fced8cb26dda7277d81d5d2d,SP,guarulhos,2017-12
de7e413acc2d01fdd9b36efa8cea192b,MG,contagem,2017-10
63c4ca7f9adda098fcc52d7ab4cf03fa,MG,uberlandia,2017-01
1bcdbb7ecc238b5ff9f9db33de7d9dc0,SP,guarulhos,2017-10
c02eff71d39cfafaca5fdfcdcf8e2dc2,PR,londrina,
3effe93faecbfabe58404deabcaaa2af,SP,campinas,2017-01
09edce26dcdc97525fc4a600ed83aa10,RJ,rio de janeiro,2017-01
f8c82db9ac9a5fcdd2caed3b765b683b,SP,campinas,2017-01
8f717b7f3201bc9c5edf14f70e847b3c,GO,goiania,2017-03
f6c42b2dc42bf892983aa2d3b556e2d3,MG,contagem,2017-03
ceeca2e67ab9ba02a9d2a1f5ee0c9e24,RJ,nova iguacu,2017-10
bc1cec3f8aaeefff8abd31234e7adeed,CE,fortaleza,
4a3b9aaa5edd12fe2fb7bcced67b3f1f,RJ,nova iguacu,2017-01
ea73a5fee53b59c9eaa1b6aaf7f2b3b0,SP,sao paulo,2018-02
d4bfb5dbc596ec268b6770ea3b5db7d8,ES,vitoria,2017-05
a458ad558acacbacbcde60f9cc0e5ceb,MG,belo horizonte,2017-09
b5e1b1d8c0ddcb8ee44a451eb87ad8ba,SP,santo andre,2018-08
4d47b0cf593e355e7cb4284dffa3bf25,MG,uberlandia,2017-07
e39efb3d2c9e6c71adcae0a7f919ebc6,MT,interior,2018-04
9be64f7505adbbbb6dd8d2a0c3bc2a7c,SP,santos,2017-08
f4074fcc5a96a86161f28f755aaccaf3,SP,santo andre,2017-09
d0d3cd43e225e785d2abfe129de466e6,RN,interior,
d1a000259a49f410bdceea1fa73d4a0a,SP,guarulhos,2017-01
e63aeacf47724801fd7baca89b74dd5c,PA,interior,2017-10
fb84e8381eeefe39d0bc9cc5d678f4dc,SP,guarulhos,2017-09
b76f1677abafe66eaf38f1fdeeabdb4a,PR,curitiba,2017-03
940296dcb913d436ca0cf7c4decc5e4a,RS,caxias do sul,2017-02
a65d45ac612b11fd5fac112d11a2b5ec,GO,goiania,2018-03
386cca5e69044a2cfe84e8e953ddbaa0,MG,uberlandia,2018-06
d84b4f7e5efa0d2bee1eede5bf3bd62f,ES,vitoria,2017-07
62f4b57eebe536ae0af5eee8d868c04d,DF,brasilia,
d444c53f88eeaffce6b30c9c5dee5ea5,SP,santo andre,2018-02
d2afcf5e02fd8a63bef3ecaf1747d1af,MG,contagem,2017-01
ebf29efeab6a2cdff9cd6a9d4a2fb739,RS,porto alegre,
6f46dd9a1cdf5de5aa930b8d59333feb,SP,santo andre,
a5aacf9ec16ed8dd9c2fedfbad6c1d31,SP,campinas,2017-01
de0ae2b6d45a33c0afefc5aaf7b8bdf0,SP,campinas,2017-06
beafbe9b9dc7ffcc5cf8afbb5ebea740,RS,porto alegre,2017-09
afbc9a617b51b7e76ef5e40c84720b1b,BA,salvador,2017-09
a3b901d6ab4afffd3f6efcaa6fb8dfcf,GO,goiania,2018-03
339fb6845a2e42b1ff49ad196d5bea4a,ES,vitoria,2017-08
34f9dadfdbfed3becffb2f79f6da9ebb,RS,porto alegre,
df52ce013faab49c0bab5b47f709df35,RJ,rio de janeiro,2018-03
7ef1fd1b3a161d422b0fa9be2e6077d2,MG,contagem,2018-01
026ee3baaaa5fafd177d6ceb4dc1d7c8,SP,santos,
2abbd23e5aeb36dc69ccabd6acfc0adc,PA,interior,2018-02
9f59a26bcbe91bc17bb97bacc6f64f50,DF,brasilia,2017-07
04d4ad1881a5ecedbde748bc5332a785,MG,belo horizonte,2017-06
af74c4705ac6dacff55b6d2d96afc73d,AM,interior,2017-10
fe5aa6a1a2a3cc8aecc2f15ee6cde6a6,SP,guarulhos,2017-09
fbbad40beaa9b819ed55cbdc1ac837af,MG,belo horizonte,2017-08
5ad7e8d61ecbd1b73f0e0e1e7da6df1a,SP,campinas,2017-12
d68b2afad8c880e544ff507bdc603be1,SP,campinas,2017-06
4a1a712db8973d0a7e38b80d0bcd25ed,SP,sao paulo,2017-03
9f6a8ea59caaabdeab1c6f5193dc739e,SP,santo andre,2017-02
f7dff224a6cf7e8d5d7a128f29deb5ee,SP,campinas,2017-06
edc400b38bc6ee8f3ddc7d365417bec6,PE,recife,2017-05
ce63b8cca689fb226accbbcfcaa57ef1,PR,curitiba,2017-03
ebcbbceceb6dedadff6cce46e0eb29b2,SC,joinville,2017-03
c4e5900f11e8d7eb512a8cbdc7fed63c,DF,brasilia,2018-08
63c44adadbbaca187bfd8287846d580e,PR,curitiba,2017-12
c16babbd2af5b7c55c9a3c8dece82fcb,SP,campinas,2018-06
d76f6ce9468df6e123a0aaabf8c930bb,SP,santo andre,2017-03
efedad3a4e04e2d7d2aa13be0fb30bc6,BA,feira de santana,2017-05
1cec1f9bc944ff131c83adbaecef3f18,MA,interior,2018-03
6b58da37d3d0d1b0ef230a2ebbc2cffa,SP,santos,
5e1f69ea165af97d6a2ebe01c08fbca7,BA,feira de santana,2017-05
725ebaecdd4f83e1b3dec4baf8ad4dbf,BA,salvador,2017-01
7a5d1a7ffcb77eecac5fdd4e6ca2088f,SP,santos,2018-08
fdaa2eeac74bafddd99bbe96072ad4aa,SC,joinville,2017-09
7978fd564de8d522e5ceeee5f6b44bcd,BA,salvador,2018-06
f5cb1a7f73f8a34fd35020c7dc912f3e,SP,santo andre,2017-01
8bc2fe7c624e5f7df007cf53f2dff2b7,SP,santos,
1838b09ab1d85da5c57e2ae14bd551f0,RJ,niteroi,2017-01
8e73b43d5f9abfca7dad9407423c166a,RJ,nova iguacu,
f14d0c176dce0f4c259bab3f29b47a23,RJ,rio de janeiro,2017-05
1dd70bd3ac14259df1a45a70b6df70fb,MG,uberlandia,
b9fdecc2faaab099af6abc9b534183b0,DF,brasilia,2017-07
fcbb4acfddf0a8d3eaaeceb1c9af371d,CE,fortaleza,
9bacf4266dd92afe5d69c61a86aa2ddc,MG,contagem,2017-08
a504ffce3640bff5fa63bd5aac6d3ec6,RJ,niteroi,2017-12
8cfe0601a6f5aabdd1efe5cbdde832fc,GO,goiania,2018-07
dffaa63c6ed42a700d4c4fdfabc1fee8,MG,uberlandia,2018-05
33b4c1defadca11dbfeffcbf7c5ab0d3,SC,joinville,2017-01
3d6fa574d75cbfbeb2969ac2635f957e,PR,curitiba,2018-05
4fa2ece916a874eb5fb3e0e85cea5fd3,SP,campinas,2017-02
6faee5df7dc141bbdfbfec9c0b64dbfc,RJ,rio de janeiro,2017-05
aabedadda55cf0ceb7ca944f9a85dcbc,SP,santos,2017-03
4acd8fb149f703fb9704a810b89f192b,GO,goiania,2017-08
d4a1a605d46b4eb5c50fa44b7feddcbb,SP,santo andre,2017-08
89cfbddafe0e5d7a40d79fef2d6f0535,DF,brasilia,2017-03
b6be4b4cec76a5df8e54febf8f7d153c,SC,florianopolis,2017-06
ecc22d06adc0afd2caf68f625be4c4ca,RJ,niteroi,2017-09
f1df49cde418c6ca9ece788ac5c537ae,RJ,rio de janeiro,2017-06
4aa1200ae2953ebc81cfeb33cbd45ab6,MG,uberlandia,2017-02
c7dbda9bcee44774aeb6a5ab6ab1c106,RS,porto alegre,
c3fc5bcf7ad74ad8e8d1edac59c5b29f,PR,curitiba,2017-03
80add9cde2a0b05e97ea5bdc89e8fcad,RJ,niteroi,2017-04
02b7739ffb9cecdcfc447fdb9c3178bd,DF,brasilia,2017-02
f87eb59dc18c87abc3ac2ae9e7a20c5b,SP,santo andre,2017-05
b695db34ef40864bbca4bd17e15c61bc,PB,interior,2017-03
59690c81bef19ec5aedf90f500622ebc,AM,interior,2017-09
2baaba860c83dec9cabf97e272c2ef2d,MS,interior,2017-04
fffe19a3c13f60e92ded3b14a3460100,SC,joinville,2017-02
4f890cc24bb0bdd22440b1e42094aeeb,RS,caxias do sul,2017-05
cc2ed2fc5f21d6363b8fc4effd3c6ea6,MG,uberlandia,2017-10
fab966160bfede1b00f708cb6eafbeca,SC,joinville,
b8cf7dbfd39de1dacdcf8caefd54fbfb,ES,vitoria,2017-02
c24b71bcbb8a013aa0b2cea53b9272ea,SP,campinas,2018-01
fbd11a3cfd5b0eeb7beabffd6b153b47,MG,uberlandia,2017-01
3cb7f4a2e51cd1c9bbaef5ae35a0baad,RJ,niteroi,
da44e820a8ddcec1cffd333deb1feefb,SP,sao paulo,2017-12
8a19f5dd2a5d424dadb23ef3f11ea97a,GO,goiania,2017-11
463a9e1f3037be12ffbd7599043beafb,SP,sao paulo,
e8f7cecb864f8ef2cc0e8ba5aaeec35d,SP,santo andre,2018-03
71fbe8c1a3fd1abda1cdaaf16a790dde,SP,campinas,2017-09
2b9bb721d9b442efed9ea75b1024139f,PR,curitiba,2017-01
db2d3bd4cdd4ebbb788c34e4721dca83,SP,guarulhos,2017-01
6cebc796ca037a22dec6edbd41976ba6,MG,uberlandia,
d63bcc71752462b3060f17d10221ea5e,SP,campinas,2017-07
6b1b7c5feff0baf984ae932be1dbffdf,PE,recife,2018-08
3225f9a461efef7faf4ab8d26e0d438b,PE,recife,2017-12
ca2e3b4acfcacecb440172ebbecd60f9,SP,santo andre,
bdb0e9b4cd56965dfde4d25e88946eb5,RJ,rio de janeiro,2017-01
ccf0c979fe8f58da3c8d5b6de7afcfbd,RJ,rio de janeiro,2017-08
2fbbb3f71a1ec5b3230bb150f3d0a9e6,SP,campinas,
ff39eeed3fe31eab685d44d2feb86fe8,GO,goiania,2017-02
6c1a6ace4bcbfe2dedeaef2cba5add3c,MG,belo horizonte,2017-03
6bb6b4846cbebcb2acc7ac91b6eeb67d,SP,campinas,
c94d1a9fb4aefeaed6bd0626aaa0b40a,SP,santo andre,2018-02
1af5be2bda8eab0cfecf74cc7bba7323,BA,salvador,2017-01
7fda9d3ccdd9d4ac07a6d4a0d7175ec0,PA,interior,2017-01
06bb35bb9cde8dbf7607e6c959c924bb,RS,porto alegre,2017-03
4a3cfa8b9c5fe9cf2e0b6ca5a7b5e705,PR,londrina,2017-07
90cbb04b3a1eff82ad3691abc9dbfdad,RJ,niteroi,2018-05
cad82f93bacddce3d6feffc650abcbbf,SP,santos,2017-05
41caa95a8c5a8abaeebea7f3cfde6cc7,RN,interior,2018-01
13c76b3bdd115f7acbd9dc2e79cb3f56,ES,vitoria,2017-02
66acd6a4babb0c13cbadedd08deec485,RJ,rio de janeiro,2017-01
4adcbcfcdfcac23ada42dd73f37be8ca,SP,guarulhos,2018-01
8d0ec4cd95b357d4e3889a7d14f2fcc1,SC,joinville,2017-03
082d21dcf60635e35bf91dcce6aedd62,SP,guarulhos,2018-01
f8af4ebb157b541b4af3cbfb84c0463b,RJ,niteroi,2017-11
bfc15c1bfbe05b969f9bfb49efdfdb14,RJ,niteroi,2017-08
f6bc5fde83ae8d34f7e7fc0095b1ea8e,DF,brasilia,2018-07
d7a4ae113b5ad8214db0e727a17bfefb,SC,florianopolis,2017-05
b54e250eac0d5dc29a2e4da4be590aaa,SP,santo andre,2018-01
ef32162d8e6da8fe67651ffba8a8a2fd,BA,feira de santana,2018-06
5f15b32d755f1e13eda4fd4b89bac70e,RJ,nova iguacu,2017-10
fdfce7eddf812183feb2fcaa948550ea,CE,fortaleza,
970addccd8da6c5ebc2e4d7e0a6fbb10,BA,salvador,2017-09
dad8d9ffd3264fef4ebe94f250fa0bfb,RJ,niteroi,2018-06
dd45cbd725ee2017c91cca171d684136,BA,feira de santana,2017-03
e105a57d8ea2c0df96a11d0faed63aad,DF,brasilia,2018-02
dc4888a0f5d9488ec4b5d8deb7ca1f3f,SP,campinas,
46a2c11dbe2c83b7eeb25f8a40a71831,SP,sao paulo,2017-11
ff50ad3f9f1d2aba62eebf8bed65bebe,SP,campinas,
5d5d7bb76effd1eea44e5dc36cb96a1e,ES,vitoria,
013bed2dc44edcfed9263efbec748eb0,PE,recife,2017-02
0de5f221bb76c26d6c9e68ddaa75a48e,RJ,rio de janeiro,2017-06
a2aceb80bc8d1578b490dec29cce74ee,SP,santos,2017-12
8eccf2ba769a249db3a0caa4cb8c73c1,RJ,niteroi,2017-09
442eeffd96db441fe7eac2acf1d5cf99,SP,guarulhos,2017-07
6663faa94b5decc8bcce447e7c7ebc42,SP,santo andre,
603cb66ceaf1dddbaee5a070a6194bfc,SP,campinas,2017-07
c125c9fa7d526df7086030bdafc0e836,SP,guarulhos,2017-01
1acba9f7fb439ec5e09d10c6dba8f3e8,SP,sao paulo,2017-02
8e9e050e273d7dc01c03b3ab29ca7130,SP,campinas,2017-03
16405dda6168b9fcebb1cfea4d8c4bce,RS,porto alegre,2017-09
d54914d0defba3b9abc8fdbbcbb7689a,MG,contagem,2018-01
5acb6fce145fa8a2d98cbc88a5ff4ffb,PR,londrina,2018-01
97dda39e3cbbf3fedaaeb9c8dbde0711,SP,guarulhos,2017-01
a4cc451a072fefeb7d73d2ace3b8eb9f,SP,campinas,2017-07
cd0ecd10bc406149e3afeefae5fe274b,RS,porto alegre,
283eeff7e1ffa36b313e01c4da22120f,SP,santos,
d0923c909a82c000b4a50ec1de749b2f,GO,goiania,2017-09
162faac6fdcdf71ee8c89f3d5fc6cccb,PR,londrina,
8a37d0c7cf1c3ad5c3ad90a98d2dec6e,PE,recife,2017-10
7d2e3cf40fcabfdb93d8d1a5ca9adab6,PR,curitiba,2017-06
aeff6bccfd3d63f4c4f133d9d58cfe32,SP,santos,2017-03
7a3eed95dbfa2ec0c9bc37e91f1a84a7,SP,santos,2017-06
f3ebbdfa11adecb5adde0edf702f9b1d,MG,uberlandia,2017-01
5deaaabcd0e907b498fcda68ada460da,RJ,rio de janeiro,2018-06
c44f1d6bb7aecbcfb491b89f323caf9b,SP,sao paulo,2017-06
d7bc12b93deedd2eb1b88428c4abeaa7,DF,brasilia,2017-11
c9ccddbf763e2ad4fc6adefa2f50c2ad,DF,brasilia,2018-01
b5b1e90eece59b06fa3eccc5a1a8185a,MG,uberlandia,
dbf8bce1c0c65bb3ae2cc47dd20cf3db,SP,guarulhos,2017-04
8bf6e9fadea8dfb81ed3e2b6fd19fefb,DF,brasilia,2017-12
840bec57e85f1e524a791fffb742c3ff,SP,santos,2017-11
bfdab7a5adcbf6bc19bcee7cc3ca2aff,SC,joinville,2017-10
bbd5ba2dfdaebeace8ade38facecb845,RJ,nova iguacu,2018-06
e90eeb1a3ece625fb830a747eeda1d04,SP,santos,2017-04
dc6a4a0a36bc49437f0c45f449bea31b,SP,santos,2017-02
2b6acaa20abfa930f4c89ce4341bc2bf,SP,guarulhos,2017-03
17de782d4036fcb1b08bbeec4e03f739,SP,sao paulo,
709cd01af22aaece3e3ac0f91cf90618,SP,guarulhos,
b94b6edadf7fc17379c35bf6c3c9ebf2,SP,sao paulo,2018-08
8ea44adbcf1608da2a0aad3e84d0e7db,RJ,niteroi,
67dbadaefcc1ad26aa82dfd3a4e3b7d9,SP,campinas,
c683c8ec9b83379323ef4d89be1f11ce,SP,campinas,2017-01
66b95521462b5f371f38720e5d51f2ff,PE,recife,2017-12
481e0fb4dffd0458fcf494635ffeca9b,PR,londrina,2017-08
1b31b3c3052cac870a0b55cd5b92f8ac,RJ,nova iguacu,2018-03
01f2ac12a27d6d34ac2f835a9d7ceeb2,SP,santo andre,2017-07
eff0bb2f4dc2a73df0310bfd56ce30e6,SP,campinas,
9fee0a31cc71cd031ffccc2f47d109bd,MG,contagem,2017-01
9b2d28eee56f9eac13c9eeaf5f02adf7,RS,porto alegre,2017-01
22c25e18dbee79db2c3271ecc8ebcefd,SP,santo andre,2017-04
8daa9187eabefad265a3def55d6599b2,BA,salvador,2017-01
d55ce38bf2fefeb0aaa623b0af6fd08e,ES,vitoria,2017-01
affdce9ab5d6efe1a28afaf4bf132b17,MG,contagem,2017-05
befb7f81e0cabbcb94fedae36d00ec6e,SP,guarulhos,
bc4b6720e1d548d6a43e7e51cc68e980,SC,joinville,2017-08
23cfff230a5ddd0201ee9f9c7fdcbaf9,SP,santos,
c04286b04fdfb2509afaea137c132ece,RJ,niteroi,2017-07
3dcdecf7473ac4cb7adaec5c94fce7ce,SP,sao paulo,2017-03
dfa8b71ed8bf750d29d63ffd0fcb2f0a,SP,sao paulo,2017-05
af3ad8798aebc8b6fd9aad6bfe15887f,MT,interior,2018-03
906519bd6faeac491bfc695d567ceb04,SP,santos,
ab76ae20baddb80d89ce4ce90559ea6c,SP,campinas,2017-03
441ac50a2edabba3a187cbbf139294a8,SP,sao paulo,2017-02
bd41c3b44bcb9f592bc11cfaf1edb0eb,MG,belo horizonte,2017-10
9d36e2b71bcb92baf2afe3ff11f71ddb,RJ,nova iguacu,2018-07
23bf5807beef0ed4947d9e9c5e923d2b,SP,campinas,
de8aa2650ff30a02daa8132d69757c4d,SP,santos,
bbd7a351e664f94dc6bccbebccde5e6f,RJ,niteroi,2018-07
0d4ac126539dda2ef03a96eeced06b1a,SP,campinas,2018-01
f3fddca1c6dada94dcbc8ecfdd3a4b6c,MG,contagem,2017-05
c9ae2ff7ead9dafca70af526fed3cba9,SP,sao paulo,2017-05
cfdfc05a897ebfab92d363db274a5cbc,SP,campinas,2018-05
cbc4ddec64af2fced7ea3e8bd83f39f8,PR,curitiba,2017-09
fc75eabfcc1aec8fe716cff3eadb15fe,RJ,rio de janeiro,
afdefef5509c8c1cec5f7daf9a89ea04,ES,vitoria,2017-02
dd0cd800ba3cb2f5d8b62dfd1fe2f4ec,SC,joinville,2017-01
464effa7c17b66a7de3c4ec68e30628f,SC,florianopolis,2017-11
bd44dcf60e15c89179cfcedad8ff7eb6,GO,goiania,2017-11
e41acb00461ced9900a70e82ce71fa7f,SC,florianopolis,2017-01
6ec71c590e4d48b6edfdadacb2fcddfb,BA,feira de santana,2017-07
7b3eafebaa000cee78d8de7d079ba9e0,RJ,rio de janeiro,2017-03
cba923db9ecbabee4b8e4ec00d60f20f,RS,caxias do sul,2017-01
de44a7fe8d3afbcd8da0aa8daba3e55f,GO,goiania,2017-05
cbce91beef519dcba8bcd4a6b61b28fd,RJ,rio de janeiro,2018-07
c6a807e86fcfd6c5fa121b4c9b1f8b62,BA,salvador,2017-08
cba8d52dc5accd3328e8663683ad78ec,PB,interior,2017-06
6e9d8fbc0ce65c3cbe95fde2ec6dddba,PR,londrina,
dc780865dbbebbb85e5df37c8551e0bf,SC,florianopolis,2018-06
5e9fcb1b0e6ebecfec1f0af4cbca9ee0,CE,fortaleza,2017-06
7f590ccd69ba861eb9c58fdfa85c942f,MG,contagem,2017-02
b603e2d50ac94278aedf64bb9effebec,SP,santo andre,2017-11
b02aa2bdf03c9550d0db6ffff3ae8fbe,RN,interior,
4e054b0d491ba84a622264ffde8dcdc6,SC,joinville,2018-01
adde9ee57ddfa59bfcaa9fd180683856,BA,feira de santana,2018-01
a0d0a8eebd5bed6aaefdc4686370c9b4,SP,campinas,2017-05
47269feded0eadc49c783b7bb4ff1bf3,SP,campinas,
7cca6bafd32bdc501acb3aa7e69ebaaf,MG,contagem,2018-07
0bdeef8bcdf1afdefd718a57d17acd20,SP,sao paulo,2017-08
adda2c8be7714cea39cba16a7bc17ca8,SP,campinas,2017-03
28fcfb65eabfb931abafdb28bcfd0a04,ES,vitoria,2017-10
74500c097441e8a0ee34a1afa0a4e3a2,SP,santos,
dfcfa7aa463d06e10fcf42cf64caa3cd,SP,santo andre,2018-02
7c31422e22298ed5c42d1d91fd3282f3,RJ,niteroi,2017-11
ffda05ad6d90f098b50f08fbacbfbc19,SC,florianopolis,
aac34febfb9610d193e9b3b8f4dcaefd,SP,santo andre,2018-01
053716b42be6b7e3eb4d15c4ff6f9223,SP,campinas,
fe3b8efbc50d3dd96bafb77efbc9a67e,PA,interior,2017-11
b4a55c5d687dda4f677a7e46d6b4754d,SP,santos,2017-11
bf1d51f0884a8d22b943e6ffecf5faab,SP,santo andre,
7bf68cc1b67251a91f0dc1e3dcf8cc53,SP,campinas,
dd10ef6858dcfdc126dbd184fbbbdf6d,SP,sao paulo,2018-06
ba65fdaeee7de3e7cb19cbb1dd9ecdfe,BA,salvador,2017-07
b9f8a2a2d398c9ba889ba4cca1fbda1a,SP,guarulhos,2017-09
e0a45a88d9da0b72af8aed21899b0952,RS,porto alegre,2017-08
683c6ff7d586dbc9353cf9df3f50ce4c,MA,interior,2018-05
cabaf4b823dc80b6700faf5cb59acde2,PB,interior,
d65a5b2eeffb652ff8fe66d5a160ebc0,DF,brasilia,
ced1965bfa994636fbaef41de5ec071a,BA,feira de santana,2017-03
5ef01cbbe80ebedbee445ca4cbe80774,PR,curitiba,2018-07
1cbbd3be1fb50cd375df4c23deee90b8,SP,santos,
b6cb9e5eeaeaacffd78b75abb09fb684,PB,interior,2017-08
864b9a089cdbcdd7e05e70c84c79bd5a,SP,campinas,2017-11
fa8bfec7bfced05fdccf1eaddb0eeeec,PA,interior,
b5d30c6e343ccaa2b0bdaadf2adfb7b3,SP,guarulhos,2017-07
5efe09ece3eedc0cd84cdb0aa79899f2,PA,interior,2017-10
828bc3ce96c7bde6b4cebb913fa17ddd,PB,interior,2017-10
da090fdae8860ed2aca2aefd6ec3c8a9,SP,santo andre,2017-06
ea9ebbb839ce730fff6b47b37dad9ae3,PR,curitiba,2017-07
637b69bfac9fb1f8cca7134cafbe0de1,SP,guarulhos,2017-05
3bde2966d1ea5d2a21becf00559f2bd9,SP,sao paulo,2018-01
6206fedb54fb16faaca0ede38b185cb2,MG,belo horizonte,2017-08
c22ded836d90612de33f84f83dcfef15,RS,caxias do sul,
01c25aae4dd293c792baa6e0c8ebee61,BA,salvador,
3342987e6cabcea6e0e1374ff48ae2bf,RJ,nova iguacu,2017-04
feab90a6cbe9393bf0eefd03a7919003,SP,santos,2017-04
b69a9dfa21f5c94c9d0f00c5c73e6052,SP,sao paulo,2017-10
059be90be5c4bfa29c14ddd4a67aad0c,SP,campinas,2017-02
aaf0ac67c00fee74fe88ca9bef407d7e,SP,campinas,2017-10
5e6dbfde2a6db98cc576cfc2c18acbc2,PR,londrina,2018-08
febd4fb4d470e061be66bc4fbadac7da,RS,caxias do sul,2018-01
7867bdeb068eed712e2e3f768a07c6a9,BA,feira de santana,2017-02
9aef70cf2ed021dcf0d3a0d09c7edf63,MG,contagem,2017-09
8c4a11cdcc588c9c6da16306161ccc46,MG,belo horizonte,2017-03
c9baa707dd40dc6184dc58adcd1926de,SP,santos,2017-07
efdc94f25c97fd127edbefb2a0da17b0,RJ,rio de janeiro,2017-01
9b0e50c9eb69fbe2bacdf0a4fceb7df3,RJ,rio de janeiro,2018-01
a708b6b2e8b8d6393cbb048f8bc32dce,PR,curitiba,
d2f9bcbebc54d34300e5be75f976ba7f,GO,goiania,2017-02
fb7dbe6afeeec16e6fd279fa55875f20,RS,porto alegre,
edfc8f401089a9b7ee6dff3e84d172a9,MG,uberlandia,2017-08
caca4d6cceef9bdfa83f9ae9f84da5ee,SC,florianopolis,2017-02
1948749ca30667c065cd7d36706a8f6b,MG,belo horizonte,
3bcb4d376dbaef549fd794baa98d3d2c,SP,santo andre,2018-07
cebb76f97582a3ce39e55eefdccc482b,MA,interior,
1be0c38cca8ce767fdaf345f7cef0ed0,RJ,nova iguacu,2018-07
7fac09a098eeddcfdcaeedad93cc52cd,RS,caxias do sul,
4034b2ba7786642fcb4aba122c1dbf17,RJ,niteroi,2018-07
fbc7b9dcd9acfe1aa3e85ffcc32a9ccc,SP,santos,2017-07
460f306e77542a532aeea946a56bb3ce,PR,curitiba,
2fbfadb2eaceadf7b8fb74454b25c52c,SP,sao paulo,2018-01
b2a5fa4bc3b4f7deb5b0bacd180a0d9f,SP,sao paulo,2017-06
b4de51f255ec4cc53c91d1cac00c01e6,PR,londrina,2017-02
5b500b5bdf25b74b2c3dacc02a2fe7af,RS,porto alegre,2017-02
d4fcad2a611c5cffa5c1ed4fd2b92cde,RS,porto alegre,2017-01
1ff3d25b7b94eaf0aaebb5e6bb21cb13,MG,belo horizonte,
22c9d13aa73b2b54ea565b35d162a1ce,SC,florianopolis,2017-11
3fa49ebaacd32ff6ca17c8a1ec3d10b8,SP,santo andre,
d82f6e1c5f23acc84ae01eddac6100ec,SP,santo andre,2017-09
ccfdbddfee4de4d7bae85b7d6d16eec6,SP,santos,2018-01
5ed2e5202e4a5c844b4fcf4fcb54ba7a,SP,santos,2017-05
b3d0aaa98e42d18cd3974db036d8d30d,MG,belo horizonte,2017-05
95ecbceff2dad4770d1cebce12dd5a5e,SP,santo andre,2017-04
f30c3a18abd3c425150fc3516b3f3ddb,RJ,nova iguacu,2017-11
2c96820eba6bf8e9f8caa6da1f739a0d,PR,londrina,2017-07
6fbe091839ac7fdbc23fd3bfae231ce7,RJ,rio de janeiro,2017-07
1d4c3d1c5f56aaceee7a4fbd5e9e06dc,SP,guarulhos,2018-05
3aebc9e6f2f3ea4bca6dee20079fe2e1,SP,santo andre,2017-04
ead29baeee8fcab1ffc6f5ad9efcfcde,MT,interior,2017-05
b6d7ba7c6a1703cdfde65a50315dc8ae,MG,contagem,
d6d335fefdf6b2001066bcbd6dcb73e3,SP,campinas,2017-01
d77cbfafa03780b6f7cff829d21cfd4e,RJ,rio de janeiro,2017-06
f57c0ba86c5befc9d8ee60ba095653c1,SP,campinas,2017-04
aecd82cac0b23af3f634e86caf4ca1dd,SP,guarulhos,2017-08
effdc4c8d6fbb4b23540ffbbc739fe11,SP,campinas,
c0bfab9cbfa36ca9a78ac4feffe46dab,RJ,niteroi,2017-10
7cdffecb371b42eec80e6edd0767d1dd,SP,campinas,2018-08
63d23bb29cb31edbb9b9a9506cbdccaa,SP,sao paulo,2018-02
c1a75dfe642fa0ab9ad01098f9f5cdd1,RJ,rio de janeiro,2017-04
317660b5c00dfa15a32a4d9b2fcbff90,CE,fortaleza,2017-12
25a05cea8f2fdcfa1e3ec0d27d765aff,PR,curitiba,2017-03
6024eb81e88b9dca0fbcb9d4a6dddcab,RN,interior,2017-01
bb8fdcd1a295ecb943bbc88dafcba9ab,SP,guarulhos,2017-01
f12ddadb3e0fadb9e1ad37dcbcee2b8a,GO,goiania,2017-05
11f29f2e033ccdb67dbcd0c9773b40bf,PA,interior,
45eae8fafef322b2119ce8fefaf5b59c,SP,campinas,
b2af5fbba0d314d9d4f11d06ad6da6ed,RS,porto alegre,2017-03
945cda1ece4feb005bdafc27ad908440,MG,belo horizonte,2017-06
86c3fccc6ccef7902c0bf8d98886c7eb,PA,interior,2017-03
e1defaeeb07f7ab7c4bfc44c0dec450b,SP,sao paulo,2018-03
ab0a4afcbceb9d42e73acccec49d2f53,RJ,nova iguacu,
f97bdba1ed061ceadcc2a01ee84aad7f,SP,guarulhos,2017-04
d75d42f9c0e40fcd8b86656ed5eb8f15,SP,santo andre,2017-04
a4a07875ec39e159efa09ee0c76f3cff,PR,curitiba,2017-04
0f98e58bdba44f87bcec6cd0af7b2de6,MG,belo horizonte,
becdde3dc6df68764ada2d62e3bf6be7,PR,curitiba,2017-08
c67bf6dc61f9f3e0dfd0e43a51cea1d6,DF,brasilia,2017-04
6015ceafcafdedeb56c70f02b7ddbdec,MG,contagem,2017-04
ba8f7aacdf9af3eada7a4d2ff1692eaa,DF,brasilia,2017-11
52626ea6a97edefba93ecf64dbbcd0be,RJ,rio de janeiro,
b19aaaacf7b2bbf74a2189ca4e8700f3,ES,vitoria,2018-01
96a19283ea9ff486fbe73249df045adb,RJ,niteroi,2017-08
